ges_spec_names,TEFF,LOGG,FEH,LI1
gir_19294143+0024291_H665.0.fit,5049.0,4.59,-0.05,0.95
gir_19294159+0007534_H665.0.fit,4488.0,2.71,0.1,0.22
gir_19294274+0019170_H665.0.fit,4768.0,2.88,-0.49,0.45
gir_19294476+0019393_H665.0.fit,5019.0,3.33,-0.51,1.21
gir_19294495+0005217_H665.0.fit,4707.0,1.24,-1.63,0.61
gir_19294507+0013561_H665.0.fit,4714.0,4.58,0.04,0.12
gir_19294513+0035085_H665.0.fit,4847.0,2.71,-0.3,1.32
gir_19294623+0030384_H665.0.fit,5480.0,4.11,-0.29,1.58
gir_19294663+0024543_H665.0.fit,4941.0,2.88,0.05,0.66
gir_19294737+0038254_H665.0.fit,4512.0,2.3,0.1,0.22
gir_19294798+0002294_H665.0.fit,4535.0,2.38,0.01,0.31
gir_19294905+0029193_H665.0.fit,4584.0,2.24,-0.44,0.3
gir_19295082+0035057_H665.0.fit,4907.0,2.74,-0.39,0.47
gir_19295116+0007285_H665.0.fit,4363.0,2.66,0.21,0.02
gir_19295172-0007197_H665.0.fit,4783.0,3.3,-0.06,0.65
gir_19295206+0021291_H665.0.fit,4765.0,3.46,0.26,0.69
gir_19295220+0019064_H665.0.fit,4760.0,2.4,-0.42,0.5
gir_19295263-0013554_H665.0.fit,4570.0,2.72,-0.03,0.02
gir_19295271+0026170_H665.0.fit,4422.0,2.18,0.08,0.41
gir_19295272+0020346_H665.0.fit,4519.0,2.3,-0.57,0.38
gir_19295528+0009008_H665.0.fit,4668.0,3.15,0.15,0.45
gir_19295879+0014242_H665.0.fit,4817.0,4.64,-0.13,0.64
gir_19295908+0034405_H665.0.fit,4884.0,2.85,-0.46,0.68
gir_19295974-0015150_H665.0.fit,4539.0,2.21,-0.22,0.53
gir_19300005+0004306_H665.0.fit,4689.0,2.74,-0.1,0.61
gir_19300056+0033050_H665.0.fit,4589.0,2.35,-0.1,0.3
gir_19300066-0012309_H665.0.fit,4546.0,2.42,0.07,0.31
gir_19300234-0005113_H665.0.fit,4795.0,3.56,0.01,0.46
gir_19300366-0016197_H665.0.fit,4564.0,2.5,0.12,0.22
gir_19300458+0025131_H665.0.fit,4367.0,2.13,0.26,1.7
gir_19300592+0027164_H665.0.fit,4896.0,2.91,-0.37,0.61
gir_19300640+0021204_H665.0.fit,4587.0,2.5,-0.5,0.22
gir_19300680+0001450_H665.0.fit,4466.0,2.54,0.29,0.04
gir_19300798-0014205_H665.0.fit,4912.0,3.31,-0.19,0.86
gir_19300845-0003077_H665.0.fit,4931.0,2.55,-0.97,1.23
gir_19300866+0001393_H665.0.fit,4611.0,2.38,-0.16,0.12
gir_19301050+0013060_H665.0.fit,4702.0,2.42,-0.32,0.44
gir_19301225-0005318_H665.0.fit,4572.0,2.42,-0.15,0.39
gir_19301578+0002353_H665.0.fit,4507.0,2.52,0.2,0.77
gir_19301584-0002464_H665.0.fit,4676.0,2.62,-0.54,0.22
gir_19301653+0008493_H665.0.fit,4523.0,3.0,0.42,0.26
gir_19301764-0003436_H665.0.fit,4517.0,2.79,0.31,0.26
gir_19302056-0001449_H665.0.fit,4768.0,2.71,-0.52,0.62
gir_19302074+0005293_H665.0.fit,4510.0,2.39,-0.18,0.07
gir_19302098-0013077_H665.0.fit,4459.0,2.63,0.3,0.3
gir_19302138+0000533_H665.0.fit,4417.0,2.44,0.31,0.21
gir_19302405-0012139_H665.0.fit,5050.0,3.7,-0.39,1.41
gir_19302623-0005319_H665.0.fit,4384.0,2.36,0.25,0.22
gir_19302911-0006589_H665.0.fit,4753.0,2.32,-0.32,0.21
gir_19302926+0009537_H665.0.fit,4886.0,3.27,-0.56,0.85
gir_19302939-0005566_H665.0.fit,4947.0,3.32,-0.13,0.85
gir_19303118+0004445_H665.0.fit,4384.0,2.68,0.33,0.05
gir_19303313-0004275_H665.0.fit,4689.0,2.23,-0.34,0.18
gir_19303826+0009202_H665.0.fit,4894.0,2.25,-0.5,0.54
gir_19303921-0008421_H665.0.fit,4502.0,2.44,0.27,0.36
gir_19305410-0007396_H665.0.fit,4333.0,2.32,-0.15,0.37
gir_19310422-0002334_H665.0.fit,4621.0,2.78,0.03,0.48
gir_19310482-0006133_H665.0.fit,4788.0,4.68,0.06,0.56
gir_19310764-0004161_H665.0.fit,4915.0,3.69,0.01,1.03
gir_05544753+2053459_H665.0.fit,5729.0,4.51,-0.26,2.22
gir_05545574+2049209_H665.0.fit,5758.0,4.75,0.08,1.99
gir_05545770+2058035_H665.0.fit,5770.0,4.46,-0.13,2.48
gir_05545793+2100005_H665.0.fit,6063.0,4.53,0.1,2.86
gir_05550097+2055387_H665.0.fit,5341.0,4.27,0.02,1.73
gir_05550129+2051200_H665.0.fit,5873.0,4.68,-0.01,2.42
gir_05550312+2052563_H665.0.fit,6363.0,4.21,0.12,2.19
gir_05550798+2056421_H665.0.fit,6300.0,4.15,-0.22,2.14
gir_05551090+2046347_H665.0.fit,5900.0,4.74,0.05,1.93
gir_05551148+2053580_H665.0.fit,4933.0,2.75,-0.13,0.5
gir_05551255+2054038_H665.0.fit,5881.0,4.35,-0.24,2.46
gir_05551290+2046350_H665.0.fit,5026.0,3.3,-0.38,1.24
gir_05551629+2045198_H665.0.fit,6084.0,4.25,-0.12,2.64
gir_05551664+2100087_H665.0.fit,6353.0,3.9,-0.03,2.38
gir_05551855+2050142_H665.0.fit,6139.0,4.38,-0.09,2.64
gir_05552074+2054075_H665.0.fit,6216.0,3.95,-0.44,2.36
gir_05552185+2052338_H665.0.fit,4574.0,2.12,-0.38,0.39
gir_05552198+2043467_H665.0.fit,4722.0,4.74,-0.09,0.22
gir_05552236+2047332_H665.0.fit,6673.0,4.16,-0.04,2.87
gir_05552340+2047530_H665.0.fit,5109.0,4.46,-0.18,1.07
gir_05552404+2053553_H665.0.fit,5950.0,4.53,-0.57,2.32
gir_05552445+2047211_H665.0.fit,6083.0,4.07,-0.04,2.81
gir_05552505+2054086_H665.0.fit,6032.0,4.4,0.08,2.84
gir_05552563+2057270_H665.0.fit,6015.0,4.4,0.1,2.99
gir_05552584+2052445_H665.0.fit,4929.0,3.15,-0.14,1.25
gir_05552609+2059090_H665.0.fit,5527.0,4.59,-0.22,1.68
gir_05552646+2058121_H665.0.fit,5155.0,4.49,0.06,1.02
gir_05552657+2055144_H665.0.fit,4742.0,2.52,-0.13,1.26
gir_05552692+2053409_H665.0.fit,6399.0,4.17,-0.48,2.79
gir_05552886+2047163_H665.0.fit,6078.0,4.0,-0.47,2.22
gir_05552917+2057312_H665.0.fit,5761.0,4.4,0.09,1.23
gir_05552923+2046273_H665.0.fit,6403.0,4.23,0.1,2.95
gir_05552945+2055509_H665.0.fit,5557.0,4.44,-0.58,1.62
gir_05552949+2102402_H665.0.fit,6171.0,4.2,-0.01,2.62
gir_05552950+2102163_H665.0.fit,6208.0,4.23,-0.04,2.5
gir_05552994+2059467_H665.0.fit,5804.0,4.43,0.05,1.73
gir_05553029+2046560_H665.0.fit,5692.0,4.78,-0.18,1.71
gir_05553084+2054332_H665.0.fit,4573.0,2.13,-0.39,0.4
gir_05553093+2051061_H665.0.fit,5496.0,4.42,-0.29,2.41
gir_05553205+2101493_H665.0.fit,5884.0,4.42,-0.43,2.23
gir_05553297+2054093_H665.0.fit,6184.0,4.19,-0.72,2.68
gir_05553526+2053132_H665.0.fit,6623.0,4.17,-0.22,2.68
gir_05553535+2052060_H665.0.fit,5056.0,2.96,-0.23,0.72
gir_05553567+2053485_H665.0.fit,6326.0,4.31,-0.09,2.92
gir_05553636+2051570_H665.0.fit,5540.0,4.11,-0.16,2.54
gir_05553853+2053521_H665.0.fit,5482.0,4.8,0.03,1.27
gir_05553855+2052270_H665.0.fit,6242.0,4.29,0.0,3.04
gir_05553889+2057043_H665.0.fit,5904.0,4.37,0.01,2.65
gir_05554201+2055490_H665.0.fit,6339.0,4.15,-0.15,3.06
gir_05554234+2045046_H665.0.fit,5438.0,4.53,-0.43,1.2
gir_05554278+2054043_H665.0.fit,5406.0,4.39,0.01,1.85
gir_05554328+2044210_H665.0.fit,6115.0,4.18,-0.07,1.57
gir_05554465+2048213_H665.0.fit,5426.0,4.09,-0.37,1.91
gir_05554510+2058375_H665.0.fit,4889.0,2.86,-0.26,0.32
gir_05554750+2055561_H665.0.fit,4584.0,2.26,-0.25,0.74
gir_05554877+2050442_H665.0.fit,5313.0,4.74,0.14,1.19
gir_05554917+2049589_H665.0.fit,5066.0,3.05,-0.08,0.42
gir_05555062+2049395_H665.0.fit,6616.0,4.05,-0.09,2.97
gir_05555102+2054323_H665.0.fit,4881.0,4.72,0.17,0.71
gir_05555188+2054476_H665.0.fit,6204.0,4.15,-0.12,1.85
gir_05555221+2050402_H665.0.fit,5966.0,4.43,0.08,2.3
gir_05555498+2047360_H665.0.fit,6349.0,4.15,-0.18,2.78
gir_05555515+2056570_H665.0.fit,5681.0,4.21,-0.31,2.06
gir_05555596+2048327_H665.0.fit,5437.0,4.46,-0.39,1.86
gir_05555990+2049244_H665.0.fit,5784.0,4.61,-0.05,2.39
gir_05560030+2050414_H665.0.fit,6059.0,4.27,-0.26,2.29
gir_05560306+2052246_H665.0.fit,6326.0,4.25,-0.09,2.65
gir_05560613+2050171_H665.0.fit,6335.0,4.2,-0.27,2.87
gir_07305084-0957019_H665.0.fit,5840.0,4.46,-0.19,2.37
gir_07305407-0958318_H665.0.fit,5069.0,4.61,0.18,0.91
gir_07305798-0955054_H665.0.fit,5201.0,4.86,-0.21,0.89
gir_07305813-0954438_H665.0.fit,5125.0,3.66,-0.55,1.39
gir_07305987-0955272_H665.0.fit,5621.0,4.49,-0.23,1.58
gir_07310004-0953357_H665.0.fit,6295.0,4.35,0.1,2.98
gir_07310046-0959181_H665.0.fit,6165.0,4.5,-0.01,2.78
gir_07310133-1000488_H665.0.fit,6423.0,4.1,-0.14,2.38
gir_07310351-0958508_H665.0.fit,5848.0,4.24,-0.33,2.48
gir_07310485-0953545_H665.0.fit,5713.0,4.17,-0.15,1.49
gir_07310745-0956099_H665.0.fit,5709.0,4.36,-0.06,1.97
gir_07310759-1001176_H665.0.fit,5991.0,4.39,-0.28,2.55
gir_07310810-1001258_H665.0.fit,5893.0,4.28,-0.29,2.45
gir_07310857-0958129_H665.0.fit,6153.0,4.26,-0.07,2.51
gir_07310969-0956525_H665.0.fit,6028.0,4.12,-0.34,3.04
gir_07311066-0956028_H665.0.fit,5219.0,3.69,-0.37,1.37
gir_07311279-0959528_H665.0.fit,5397.0,3.74,0.15,1.45
gir_07311291-0956588_H665.0.fit,5868.0,3.84,-0.42,3.01
gir_07311395-0956540_H665.0.fit,5144.0,3.56,-0.35,1.47
gir_07311697-0956152_H665.0.fit,6237.0,3.72,-0.24,2.69
gir_07311920-0956274_H665.0.fit,5191.0,3.25,-0.31,1.03
gir_07311933-0958052_H665.0.fit,5091.0,3.23,-0.19,1.45
gir_07311940-0959465_H665.0.fit,6317.0,4.15,-0.67,2.23
gir_07312125-0959413_H665.0.fit,6266.0,4.24,-0.22,3.01
gir_07312171-0954328_H665.0.fit,5569.0,3.74,-0.65,2.01
gir_07312188-0959429_H665.0.fit,5358.0,4.63,-0.4,1.97
gir_07312233-0956443_H665.0.fit,5999.0,4.33,0.0,2.49
gir_07312459-1000199_H665.0.fit,5001.0,3.04,-0.66,1.65
gir_07312666-0959307_H665.0.fit,5476.0,4.61,-0.16,1.66
gir_10022277-6444447_H665.0.fit,4947.0,3.17,-0.22,0.92
gir_10022892-6443543_H665.0.fit,4313.0,1.71,-0.47,0.11
gir_10023541-6445379_H665.0.fit,4427.0,2.24,0.15,0.28
gir_10024073-6447487_H665.0.fit,5073.0,3.54,-0.46,1.22
gir_10024942-6449569_H665.0.fit,4736.0,4.87,0.09,0.88
gir_10030140-6443046_H665.0.fit,4996.0,3.21,-0.15,1.35
gir_10030379-6446430_H665.0.fit,5076.0,3.1,-0.58,0.81
gir_10030651-6445460_H665.0.fit,5071.0,3.0,-0.39,0.72
gir_10031326-6447249_H665.0.fit,4626.0,2.26,-0.55,0.27
gir_10031599-6441480_H665.0.fit,5032.0,3.56,-0.01,0.88
gir_10032169-6448550_H665.0.fit,4973.0,3.22,-0.44,0.93
gir_10033076-6449484_H665.0.fit,4412.0,2.0,0.16,0.09
gir_10033302-6439433_H665.0.fit,4699.0,2.64,-0.37,0.37
gir_10033548-6441409_H665.0.fit,4461.0,4.8,0.26,0.02
gir_10033563-6450588_H665.0.fit,4870.0,2.39,-0.25,0.85
gir_10034687-6446163_H665.0.fit,4913.0,3.21,-0.09,0.75
gir_10040184-6439521_H665.0.fit,4937.0,3.11,-0.13,0.91
gir_10040580-6440426_H665.0.fit,5145.0,3.22,-0.4,1.33
gir_07280807-1521586_H665.0.fit,6397.0,4.03,-0.11,1.97
gir_07280921-1524370_H665.0.fit,6351.0,4.01,-0.28,2.31
gir_07280971-1524330_H665.0.fit,5124.0,4.48,-0.06,1.05
gir_07281075-1526080_H665.0.fit,6289.0,3.9,-0.4,2.51
gir_07281166-1525002_H665.0.fit,5938.0,4.51,0.14,1.87
gir_07281939-1521043_H665.0.fit,5871.0,4.43,-0.61,2.28
gir_07282010-1524341_H665.0.fit,6012.0,4.51,-0.1,2.45
gir_07282037-1522546_H665.0.fit,6321.0,4.13,-0.06,3.16
gir_07282115-1517328_H665.0.fit,5964.0,4.34,0.24,2.52
gir_07282244-1520138_H665.0.fit,4950.0,4.38,-0.04,0.58
gir_07282249-1517291_H665.0.fit,4525.0,4.74,-0.06,0.17
gir_07282250-1521237_H665.0.fit,6308.0,4.14,-0.2,2.69
gir_07282281-1522125_H665.0.fit,5902.0,4.25,-0.29,2.21
gir_07282343-1520556_H665.0.fit,6107.0,4.16,-0.04,2.72
gir_07282383-1520446_H665.0.fit,6221.0,4.04,-0.19,3.01
gir_07282583-1516339_H665.0.fit,5968.0,3.87,-0.32,2.09
gir_07282635-1523214_H665.0.fit,5126.0,3.52,-0.11,0.73
gir_07282705-1523338_H665.0.fit,6283.0,4.13,-0.21,2.2
gir_07282751-1524005_H665.0.fit,6229.0,4.22,-0.64,2.07
gir_07282778-1525025_H665.0.fit,6244.0,4.33,-0.15,2.82
gir_07282783-1525253_H665.0.fit,5708.0,4.5,-0.05,2.33
gir_07282929-1525039_H665.0.fit,5783.0,4.33,-0.1,1.3
gir_07283056-1521308_H665.0.fit,4936.0,3.14,-0.57,0.44
gir_07283151-1522099_H665.0.fit,6362.0,4.08,-0.08,2.47
gir_07283154-1524008_H665.0.fit,5716.0,4.57,0.24,2.23
gir_07283186-1522172_H665.0.fit,6366.0,4.06,-0.29,3.13
gir_07283202-1519366_H665.0.fit,5499.0,3.86,-0.22,2.06
gir_07283357-1520044_H665.0.fit,6233.0,3.92,-0.33,3.02
gir_07283613-1518049_H665.0.fit,5070.0,3.3,-0.36,1.05
gir_07283637-1522250_H665.0.fit,6139.0,4.14,-0.25,2.95
gir_07283663-1522113_H665.0.fit,4785.0,2.5,-0.13,0.21
gir_07283715-1520361_H665.0.fit,6154.0,4.03,-0.22,3.18
gir_07283730-1524481_H665.0.fit,6319.0,4.14,-0.42,2.8
gir_07283732-1523366_H665.0.fit,5259.0,4.61,-0.03,1.48
gir_07283750-1520356_H665.0.fit,6380.0,4.12,-0.35,3.17
gir_07283861-1522063_H665.0.fit,6386.0,4.05,-0.24,2.4
gir_07283933-1527335_H665.0.fit,5019.0,3.3,-0.29,0.49
gir_07283934-1527474_H665.0.fit,6076.0,4.25,-0.14,2.75
gir_07283989-1520141_H665.0.fit,5201.0,3.49,-0.19,1.41
gir_07284004-1522202_H665.0.fit,6319.0,4.2,-0.12,2.49
gir_07284149-1518164_H665.0.fit,5399.0,4.28,0.01,2.14
gir_07284167-1517549_H665.0.fit,6324.0,4.22,-0.42,2.29
gir_07284253-1527021_H665.0.fit,6321.0,4.29,-0.25,1.99
gir_07284314-1522103_H665.0.fit,6524.0,4.28,0.19,3.19
gir_07284324-1525356_H665.0.fit,5785.0,4.54,0.34,1.46
gir_07284373-1517043_H665.0.fit,5536.0,4.25,-0.45,1.62
gir_07284383-1516452_H665.0.fit,6095.0,3.85,-0.28,3.03
gir_07284383-1527545_H665.0.fit,5993.0,4.53,-0.15,2.76
gir_07284459-1521285_H665.0.fit,6334.0,4.0,-0.43,2.64
gir_07284509-1522229_H665.0.fit,5060.0,3.2,-0.22,1.2
gir_07284535-1519571_H665.0.fit,5925.0,4.54,0.13,2.04
gir_07284604-1522541_H665.0.fit,4854.0,4.61,-0.12,0.48
gir_07284667-1518060_H665.0.fit,4763.0,2.5,-0.47,0.58
gir_07284727-1519039_H665.0.fit,6143.0,4.09,-0.26,2.84
gir_07284839-1519110_H665.0.fit,5420.0,4.48,-0.48,1.58
gir_07284952-1519107_H665.0.fit,6247.0,3.84,-0.25,1.77
gir_07285081-1524216_H665.0.fit,5955.0,4.46,0.18,2.43
gir_07285177-1520418_H665.0.fit,6319.0,4.16,-0.04,2.6
gir_07285255-1520295_H665.0.fit,5585.0,4.71,-0.11,1.88
gir_07285311-1519254_H665.0.fit,5946.0,4.33,-0.14,2.68
gir_07285316-1522417_H665.0.fit,4712.0,2.53,-0.28,1.0
gir_07285382-1516098_H665.0.fit,5847.0,4.18,-0.35,2.57
gir_07285546-1516092_H665.0.fit,6167.0,4.21,0.08,2.62
gir_08351399-5308560_H665.0.fit,4707.0,2.63,-0.33,0.49
gir_08360676-5314162_H665.0.fit,4846.0,2.88,-0.07,0.72
gir_08363139-5320463_H665.0.fit,4828.0,2.75,-0.02,1.45
gir_08363862-5309557_H665.0.fit,4370.55,4.8,-0.08,0.22
gir_08364253-5312255_H665.0.fit,4516.8,2.55,0.11,0.24
gir_08372675-5305321_H665.0.fit,4698.0,2.62,-0.24,0.19
gir_08375033-5306249_H665.0.fit,4577.0,2.57,-0.02,0.36
gir_08380503-5224195_H665.0.fit,4749.0,2.64,-0.17,0.74
gir_08381700-5320496_H665.0.fit,4654.0,2.67,0.07,0.05
gir_08381913-5322283_H665.0.fit,4846.0,2.71,-0.02,0.4
gir_08383609-5257532_H665.0.fit,4889.0,2.82,-0.05,0.98
gir_08384653-5315458_H665.0.fit,4581.0,2.55,0.05,0.21
gir_08385149-5321086_H665.0.fit,4710.0,2.59,-0.11,0.69
gir_08385985-5217393_H665.0.fit,4649.0,2.7,0.02,0.01
gir_08390859-5319164_H665.0.fit,4653.0,2.63,-0.24,0.48
gir_08391241-5232102_H665.0.fit,4557.03,2.68,0.05,0.12
gir_08392411-5229291_H665.0.fit,4601.0,2.61,-0.15,0.43
gir_08393083-5237500_H665.0.fit,4540.0,2.52,-0.05,0.59
gir_08393234-5258030_H665.0.fit,4598.24,2.74,0.04,0.11
gir_08393421-5253230_H665.0.fit,4723.0,2.65,-0.19,0.6
gir_08393932-5311091_H665.0.fit,4939.0,2.83,-0.0,0.04
gir_08395152-5315159_H665.0.fit,4602.0,2.6,0.0,1.98
gir_08395644-5346333_H665.0.fit,4657.0,2.63,-0.04,0.03
gir_08401022-5345021_H665.0.fit,4590.87,2.46,-0.13,0.4
gir_08401782-5336393_H665.0.fit,4568.0,2.78,-0.13,0.28
gir_08402180-5340155_H665.0.fit,4900.0,2.78,-0.02,0.57
gir_08402993-5329079_H665.0.fit,4648.0,2.62,-0.03,0.77
gir_08403120-5311443_H665.0.fit,4599.0,2.55,-0.19,0.52
gir_08403950-5300371_H665.0.fit,4518.31,2.46,-0.02,0.43
gir_08404734-5302553_H665.0.fit,4564.0,2.56,-0.11,0.48
gir_08404796-5335083_H665.0.fit,4561.0,2.58,0.01,1.22
gir_08405272-5346247_H665.0.fit,4653.0,2.51,-0.14,0.37
gir_08410558-5235207_H665.0.fit,5115.0,3.22,-0.01,0.71
gir_08410989-5327366_H665.0.fit,4719.0,2.88,0.0,0.95
gir_08412444-5336332_H665.0.fit,4599.0,2.82,0.08,0.27
gir_08413335-5339049_H665.0.fit,4671.0,2.66,0.0,0.98
gir_08413388-5247453_H665.0.fit,4884.0,2.7,-0.07,0.46
gir_08413585-5300063_H665.0.fit,4597.91,2.55,0.1,0.23
gir_08415507-5237485_H665.0.fit,4667.0,2.75,-0.0,0.69
gir_08415997-5315298_H665.0.fit,4558.0,2.57,-0.01,0.01
gir_08420803-5313061_H665.0.fit,4559.0,2.5,-0.08,1.6
gir_08421638-5246234_H665.0.fit,4595.0,2.53,-0.02,0.09
gir_08422062-5257515_H665.0.fit,4772.0,2.75,-0.07,1.06
gir_08422456-5259570_H665.0.fit,4804.0,3.01,-0.0,0.22
gir_08424385-5234272_H665.0.fit,4905.0,2.72,-0.11,0.19
gir_08430093-5239058_H665.0.fit,4614.0,2.81,0.05,0.37
gir_08431362-5324105_H665.0.fit,4532.0,2.57,0.07,0.27
gir_08433277-5247541_H665.0.fit,4675.0,2.63,0.04,0.05
gir_08435119-5256089_H665.0.fit,4711.0,2.58,-0.19,1.07
gir_08443396-5246277_H665.0.fit,4732.0,2.71,0.01,1.21
gir_08451623-5244251_H665.0.fit,5034.0,2.91,-0.01,1.66
gar_10393872-6419539_H665.0.fit,4942.0,2.93,-0.03,0.9
gar_10400215-6413493_H665.0.fit,5011.0,4.5,-0.02,0.78
gar_10401600-6408284_H665.0.fit,6125.0,4.15,0.13,2.06
gar_10402306-6413091_H665.0.fit,6199.0,4.16,0.02,1.96
gar_10402600-6417246_H665.0.fit,4726.0,2.72,0.01,0.09
gar_10403087-6422359_H665.0.fit,5925.0,4.05,-0.32,2.51
gar_10404781-6409037_H665.0.fit,4590.43,2.42,-0.09,0.18
gar_10405174-6412018_H665.0.fit,6044.0,4.19,-0.2,2.25
gar_10405220-6415283_H665.0.fit,4968.0,3.49,-0.03,1.21
gar_10405352-6414447_H665.0.fit,4510.27,2.56,0.1,0.28
gar_10410067-6414582_H665.0.fit,6341.0,3.99,0.01,1.95
gar_10410398-6412427_H665.0.fit,6611.0,4.11,-0.02,2.49
gar_10410710-6417138_H665.0.fit,5796.0,4.36,0.23,1.73
gar_10410866-6408597_H665.0.fit,6007.0,4.03,0.11,2.55
gar_10412002-6422130_H665.0.fit,6292.0,3.91,-0.16,2.22
gar_10412767-6406438_H665.0.fit,4556.0,2.6,0.01,0.41
gar_10414763-6410027_H665.0.fit,4489.74,2.54,0.1,0.11
gar_10415042-6416332_H665.0.fit,4556.11,2.4,-0.04,0.17
gar_10420975-6406023_H665.0.fit,5807.0,4.17,0.13,2.04
gar_10422405-6410046_H665.0.fit,5666.0,4.33,0.16,1.92
gar_10423125-6412184_H665.0.fit,6190.0,4.22,0.01,2.78
gar_10423190-6420023_H665.0.fit,6536.0,4.1,0.06,2.89
gar_10424835-6412555_H665.0.fit,6814.0,4.1,-0.01,2.57
gar_10430807-6425389_H665.0.fit,6837.0,4.14,0.05,3.19
gar_10431151-6422057_H665.0.fit,4491.45,2.18,-0.24,0.2
gar_10431237-6428262_H665.0.fit,6325.0,4.0,-0.07,2.64
gar_10431691-6425339_H665.0.fit,4529.54,2.28,-0.17,0.05
gar_10432040-6430185_H665.0.fit,4640.0,2.77,-0.11,0.28
gar_10432490-6429373_H665.0.fit,5878.0,4.15,-0.21,2.14
gar_10433288-6424152_H665.0.fit,6657.0,4.11,0.12,2.74
gar_10434105-6431064_H665.0.fit,5909.0,4.22,0.05,2.72
gar_10434228-6436318_H665.0.fit,5464.0,4.26,-0.11,1.46
gar_10434864-6419323_H665.0.fit,5857.0,4.43,-0.12,2.39
gar_10435071-6433151_H665.0.fit,6190.0,4.26,-0.13,2.57
gar_10435284-6425583_H665.0.fit,5832.0,4.26,-0.03,2.03
gar_10435437-6427327_H665.0.fit,6181.0,4.29,0.01,2.69
gar_10435537-6432000_H665.0.fit,5964.0,4.42,0.13,2.34
gar_10435841-6421335_H665.0.fit,6089.0,4.14,-0.09,2.54
gar_10440019-6419373_H665.0.fit,4481.75,2.4,-0.1,0.44
gar_10440902-6423411_H665.0.fit,4523.56,2.79,0.11,0.62
gar_10441387-6426460_H665.0.fit,5769.0,4.26,-0.21,1.8
gar_10441466-6428483_H665.0.fit,4577.83,4.71,0.03,0.1
gar_10441558-6434017_H665.0.fit,4485.19,2.34,-0.09,0.3
gar_10441744-6422364_H665.0.fit,5815.0,4.29,-0.41,2.31
gar_10441946-6424593_H665.0.fit,6398.0,4.0,0.09,2.62
gar_10442320-6431116_H665.0.fit,4562.61,2.35,-0.03,1.11
gar_10442881-6426132_H665.0.fit,4603.0,2.81,0.12,0.47
gar_10443001-6422577_H665.0.fit,5724.0,4.26,-0.17,1.29
gar_10443181-6419471_H665.0.fit,4456.39,2.49,0.0,0.07
gar_10443313-6435109_H665.0.fit,5081.0,3.56,0.04,1.75
gar_10443489-6416478_H665.0.fit,5610.0,4.42,0.01,1.19
gar_10443604-6426569_H665.0.fit,6034.0,4.15,-0.18,2.56
gar_10443706-6421256_H665.0.fit,4510.0,2.39,-0.07,0.29
gar_10443912-6428256_H665.0.fit,4599.0,2.63,0.0,0.12
gar_10444099-6422212_H665.0.fit,4656.0,4.53,0.03,0.29
gar_10444569-6426020_H665.0.fit,5141.0,3.29,0.01,1.31
gar_10444744-6424288_H665.0.fit,6171.0,4.2,0.02,2.64
gar_10445504-6432267_H665.0.fit,6835.0,4.08,-0.01,3.26
gar_10445567-6418528_H665.0.fit,4907.0,3.38,0.0,0.92
gar_10445659-6426460_H665.0.fit,6014.0,4.17,0.05,2.64
gar_10445763-6437199_H665.0.fit,4794.0,2.69,0.01,0.39
gar_10445897-6418261_H665.0.fit,4495.39,2.74,0.14,0.47
gar_10450779-6425430_H665.0.fit,4166.96,1.9,0.05,0.14
gar_10451456-6426281_H665.0.fit,4885.0,2.82,0.01,1.04
gar_10451668-6418497_H665.0.fit,4853.0,2.79,0.03,0.43
gar_10451781-6418575_H665.0.fit,4652.0,2.76,-0.02,0.11
gar_10451782-6421560_H665.0.fit,5873.0,4.33,0.04,2.24
gar_10451925-6438248_H665.0.fit,4824.0,2.62,-0.07,0.56
gar_10452139-6432226_H665.0.fit,5520.0,4.17,-0.05,1.94
gar_10452987-6424393_H665.0.fit,4515.15,2.21,-0.17,0.38
gar_10453858-6433393_H665.0.fit,5130.0,3.64,-0.04,1.15
gar_10455214-6429113_H665.0.fit,4873.0,3.4,0.02,0.36
gar_10455624-6428243_H665.0.fit,4973.0,3.27,0.01,0.63
gar_10455697-6432103_H665.0.fit,5894.0,4.23,-0.1,2.04
gar_10460442-6425219_H665.0.fit,6096.0,4.12,-0.21,2.67
gar_10460470-6430073_H665.0.fit,4404.9,2.5,0.08,0.46
gar_10461139-6424042_H665.0.fit,4393.21,2.29,-0.09,0.4
gar_10461630-6428110_H665.0.fit,4619.0,2.62,0.01,0.11
gar_10461978-6424384_H665.0.fit,4487.58,2.15,-0.28,0.34
gar_10462076-6432420_H665.0.fit,4639.0,2.67,-0.01,1.1
gar_10463951-6428145_H665.0.fit,4525.84,2.06,-0.35,0.81
gir_10274286-6440250_H665.0.fit,4658.0,2.62,0.0,0.12
gir_10275016-6445405_H665.0.fit,4604.0,2.55,0.05,0.23
gir_10275818-6450376_H665.0.fit,4554.0,2.43,-0.13,0.35
gir_10280157-6437544_H665.0.fit,4671.0,2.62,0.04,0.36
gir_10281301-6444155_H665.0.fit,4681.0,2.66,-0.12,0.52
gir_10281487-6447302_H665.0.fit,4554.13,2.6,0.11,0.14
gir_10285969-6446271_H665.0.fit,4746.0,2.66,-0.16,0.42
gir_10290964-6452578_H665.0.fit,4501.76,2.62,0.11,0.25
gir_10291904-6438330_H665.0.fit,4646.0,2.77,-0.0,0.03
gir_10292741-6438152_H665.0.fit,4684.0,2.67,0.02,0.22
gir_10293804-6443363_H665.0.fit,4809.0,2.82,-0.06,0.72
gir_10294874-6328287_H665.0.fit,4748.0,2.66,-0.16,0.33
